nan nan nan nan 4.016810000000000519e-02 4.988539999999999641e-02 4.988539999999999641e-02 4.988539999999999641e-02
nan 2.014672648102125407e+01 nan nan 2.755279999999999882e-02 3.913110000000000199e-02 3.913110000000000199e-02 3.913110000000000199e-02
nan 2.014107830071870708e+01 2.046863474180715770e+01 1.944797116796239322e+01 2.378099999999999659e-02 3.320369999999999572e-02 3.320369999999999572e-02 3.320369999999999572e-02
nan nan nan nan 1.820879999999999999e-01 2.429880999999999569e-01 2.429880999999999569e-01 2.429880999999999569e-01
nan nan nan nan nan nan nan nan
nan nan nan nan 5.896480000000001859e-02 7.726299999999999835e-02 7.726299999999999835e-02 7.726299999999999835e-02
nan nan nan nan 6.064159999999999690e-02 7.723039999999999072e-02 7.723039999999999072e-02 7.723039999999999072e-02
nan nan nan nan 5.192479999999999318e-02 6.827880000000000060e-02 6.827880000000000060e-02 6.827880000000000060e-02
nan nan nan nan 5.369480000000000086e-02 6.666170000000000428e-02 6.666170000000000428e-02 6.666170000000000428e-02
nan nan nan nan 4.835609999999999908e-02 5.667729999999999990e-02 5.667729999999999990e-02 5.667729999999999990e-02
nan nan 1.995461463158402537e+01 1.913733874008424607e+01 1.805889999999999926e-02 2.568089999999999609e-02 2.568089999999999609e-02 2.568089999999999609e-02
nan nan nan nan 5.633990000000001219e-02 6.714119999999998423e-02 6.714119999999998423e-02 6.714119999999998423e-02
nan nan nan nan 4.318890000000000229e-02 6.102610000000000673e-02 6.102610000000000673e-02 6.102610000000000673e-02
nan nan nan nan 3.204980000000000329e-02 4.529219999999999080e-02 4.529219999999999080e-02 4.529219999999999080e-02
nan nan nan nan 1.445784000000000236e-01 1.554608999999999852e-01 1.554608999999999852e-01 1.554608999999999852e-01
nan nan nan nan 8.671999999999999154e-02 9.151660000000001738e-02 9.151660000000001738e-02 9.151660000000001738e-02
nan nan nan nan nan nan nan nan
nan nan nan nan 7.540869999999999518e-02 9.261250000000000038e-02 9.261250000000000038e-02 9.261250000000000038e-02
nan nan nan nan 3.563099999999999601e-02 4.563609999999999889e-02 4.563609999999999889e-02 4.563609999999999889e-02
nan nan nan nan 7.418650000000000244e-02 8.979839999999998656e-02 8.979839999999998656e-02 8.979839999999998656e-02
nan nan nan nan 9.184729999999999284e-02 1.109537000000000023e-01 1.109537000000000023e-01 1.109537000000000023e-01
nan nan nan nan 6.660019999999998441e-02 9.139379999999999726e-02 9.139379999999999726e-02 9.139379999999999726e-02
nan nan nan nan 3.621090999999999616e-01 3.590379000000000209e-01 3.590379000000000209e-01 3.590379000000000209e-01
nan nan nan nan 7.386339999999999573e-02 9.838239999999999486e-02 9.838239999999999486e-02 9.838239999999999486e-02
nan nan nan nan 6.424119999999999830e-02 8.581520000000000814e-02 8.581520000000000814e-02 8.581520000000000814e-02
nan nan nan nan 4.691620000000000512e-02 5.679809999999999720e-02 5.679809999999999720e-02 5.679809999999999720e-02
nan nan nan nan 9.209559999999998581e-02 1.293373000000000161e-01 1.293373000000000161e-01 1.293373000000000161e-01
nan nan nan nan 6.206889999999999630e-02 8.398640000000001660e-02 8.398640000000001660e-02 8.398640000000001660e-02
nan nan nan nan 4.831644999999999968e-01 4.773725999999999803e-01 4.773725999999999803e-01 4.773725999999999803e-01
nan nan nan nan 1.560288000000000230e-01 1.606860999999999984e-01 1.606860999999999984e-01 1.606860999999999984e-01
nan nan nan nan nan nan nan nan
nan nan nan nan 7.759750000000001369e-02 9.715159999999997686e-02 9.715159999999997686e-02 9.715159999999997686e-02
nan nan nan nan 4.584770000000000512e-02 5.687160000000000132e-02 5.687160000000000132e-02 5.687160000000000132e-02
nan nan nan nan 1.841658000000000184e-01 1.904560999999999615e-01 1.904560999999999615e-01 1.904560999999999615e-01
nan nan nan nan nan nan nan nan
nan nan nan nan 1.792942000000000147e-01 1.867892999999999915e-01 1.867892999999999915e-01 1.867892999999999915e-01
nan nan nan nan 2.630271999999999610e-01 2.818798999999999610e-01 2.818798999999999610e-01 2.818798999999999610e-01
nan nan nan nan 8.710750000000000437e-02 1.041884999999999895e-01 1.041884999999999895e-01 1.041884999999999895e-01
nan nan nan nan 1.695865999999999763e-01 1.861735999999999946e-01 1.861735999999999946e-01 1.861735999999999946e-01
nan nan nan nan 1.673606099999999985e+00 1.656472699999999687e+00 1.656472699999999687e+00 1.656472699999999687e+00
nan nan nan nan 2.560953400000000268e+00 2.568002200000000013e+00 2.568002200000000013e+00 2.568002200000000013e+00
nan nan nan nan 5.819155999999999773e-01 6.231961000000000306e-01 6.231961000000000306e-01 6.231961000000000306e-01
nan nan nan nan 4.039442000000000310e-01 4.328142999999999851e-01 4.328142999999999851e-01 4.328142999999999851e-01
nan nan nan nan 3.235730000000000550e-02 4.235309999999999769e-02 4.235309999999999769e-02 4.235309999999999769e-02
nan nan nan nan 8.234160000000000090e-02 9.437750000000000306e-02 9.437750000000000306e-02 9.437750000000000306e-02
nan nan nan nan 1.591924000000000117e-01 1.743209000000000009e-01 1.743209000000000009e-01 1.743209000000000009e-01
nan nan nan nan 2.774758000000000502e-01 2.976865000000000205e-01 2.976865000000000205e-01 2.976865000000000205e-01
nan nan nan nan 9.616299999999999848e-02 1.042839000000000127e-01 1.042839000000000127e-01 1.042839000000000127e-01
nan nan nan nan 5.484900000000000192e-02 6.675380000000000202e-02 6.675380000000000202e-02 6.675380000000000202e-02
nan nan nan nan 1.235852999999999813e-01 1.346320000000000017e-01 1.346320000000000017e-01 1.346320000000000017e-01
nan nan nan nan 4.730779999999999708e-02 6.054840000000001610e-02 6.054840000000001610e-02 6.054840000000001610e-02
nan nan nan nan nan nan nan nan
nan nan nan nan 1.425706000000000195e-01 1.487731999999999943e-01 1.487731999999999943e-01 1.487731999999999943e-01
nan nan nan nan nan nan nan nan
nan nan nan nan 6.336930000000000340e-02 7.912079999999999114e-02 7.912079999999999114e-02 7.912079999999999114e-02
nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan
nan 2.000114558184026947e+01 1.984830864771523906e+01 1.912716102988317246e+01 2.892819999999999767e-02 3.797049999999999731e-02 3.797049999999999731e-02 3.797049999999999731e-02
2.028619156703971882e+01 1.975097319205039881e+01 1.962445919969825781e+01 1.886190299297235029e+01 8.808710000000000151e-02 1.059608999999999829e-01 1.059608999999999829e-01 1.059608999999999829e-01
nan 1.971042883395676526e+01 1.959387586265621906e+01 1.881282238065512402e+01 1.564859000000000111e-01 1.726445999999999814e-01 1.726445999999999814e-01 1.726445999999999814e-01
2.045304414231794610e+01 1.965431648467779624e+01 1.953959649606949611e+01 1.875134574003831389e+01 2.498220999999999914e-01 2.660637000000000141e-01 2.660637000000000141e-01 2.660637000000000141e-01
