2019-12-27 03:07:57+00:00 18.454285714285714 20.009999999999998 19.56 19.46142857142857 18.662857142857142
2019-12-27 03:10:27+00:00 18.451428571428572 20.009999999999998 19.55857142857143 19.46 18.66
2019-12-27 03:12:56+00:00 18.44857142857143 20.0 19.554285714285715 19.457142857142856 18.655714285714286
2019-12-27 03:15:27+00:00 18.447142857142858 19.990000000000002 19.552857142857142 19.454285714285714 18.65285714285714
2019-12-27 03:17:56+00:00 18.44142857142857 20.00142857142857 19.548571428571428 19.452857142857145 18.647142857142857
2019-12-27 03:20:27+00:00 18.437142857142856 19.997142857142855 19.545714285714286 19.45 18.642857142857142
2019-12-27 03:22:56+00:00 18.434285714285718 20.0 19.54285714285714 19.447142857142858 18.637142857142855
2019-12-27 03:25:26+00:00 18.428571428571427 20.007142857142856 19.53857142857143 19.444285714285712 18.631428571428575
2019-12-27 03:27:57+00:00 18.422857142857143 20.014285714285712 19.532857142857143 19.439999999999998 18.625714285714285
2019-12-27 03:30:26+00:00 18.414285714285715 20.00857142857143 19.525714285714287 19.43285714285714 18.617142857142856
2019-12-27 03:32:56+00:00 18.40142857142857 20.014285714285712 19.515714285714285 19.42428571428571 18.604285714285712
2019-12-27 03:35:26+00:00 18.392857142857142 20.00428571428571 19.50714285714286 19.415714285714284 18.594285714285714
2019-12-27 03:37:55+00:00 18.384285714285713 19.994285714285716 19.49857142857143 19.41 18.584285714285716
2019-12-27 03:40:26+00:00 18.375714285714285 19.972857142857144 19.49142857142857 19.40285714285714 18.577142857142857
2019-12-27 03:42:55+00:00 18.368571428571425 19.97142857142857 19.485714285714288 19.398571428571426 18.57
2019-12-27 03:45:26+00:00 18.36285714285714 19.954285714285714 19.481428571428573 19.395714285714288 18.564285714285717
2019-12-27 03:47:55+00:00 18.358571428571427 19.958571428571425 19.48 19.39428571428571 18.56142857142857
2019-12-27 03:50:25+00:00 18.358571428571427 19.945714285714285 19.48 19.395714285714284 18.562857142857144
2019-12-27 03:52:56+00:00 18.359999999999996 19.942857142857143 19.48 19.397142857142857 18.562857142857144
2019-12-27 03:55:25+00:00 18.360000000000003 19.947142857142858 19.47857142857143 19.395714285714284 18.562857142857144
2019-12-27 03:57:56+00:00 18.360000000000003 19.95285714285714 19.478571428571428 19.395714285714288 18.56142857142857
2019-12-27 04:00:25+00:00 18.359999999999996 19.93285714285714 19.478571428571428 19.39428571428571 18.56142857142857
2019-12-27 04:02:55+00:00 18.359999999999996 19.945714285714285 19.47714285714286 19.391428571428573 18.56142857142857
2019-12-27 04:05:26+00:00 18.360000000000003 19.935714285714287 19.475714285714282 19.389999999999997 18.56142857142857
2019-12-27 04:07:55+00:00 18.361428571428572 19.948571428571427 19.475714285714286 19.388571428571424 18.56
2019-12-27 04:10:25+00:00 18.359999999999996 19.937142857142856 19.47714285714286 19.388571428571428 18.562857142857144
2019-12-27 04:12:55+00:00 18.362857142857145 19.935714285714287 19.481428571428573 19.39142857142857 18.565714285714282
2019-12-27 04:15:26+00:00 18.36428571428571 19.945714285714285 19.481428571428573 19.392857142857142 18.56714285714286
2019-12-27 04:17:55+00:00 18.367142857142856 19.945714285714285 19.482857142857142 19.39428571428571 18.57
2019-12-27 04:20:25+00:00 18.367142857142856 19.939999999999998 19.485714285714288 19.397142857142857 18.572857142857142
2019-12-27 04:22:56+00:00 18.37 19.951428571428572 19.490000000000002 19.40142857142857 18.577142857142857
2019-12-27 04:25:25+00:00 18.37 19.939999999999998 19.49285714285714 19.404285714285713 18.580000000000002
2019-12-27 04:27:55+00:00 18.372857142857146 19.944285714285716 19.494285714285713 19.405714285714286 18.580000000000002
2019-12-27 04:30:26+00:00 18.372857142857146 19.962857142857143 19.494285714285713 19.407142857142855 18.58142857142857
2019-12-27 04:32:55+00:00 18.374285714285715 19.96857142857143 19.497142857142855 19.407142857142855 18.58285714285714
2019-12-27 04:35:26+00:00 18.374285714285715 19.988571428571426 19.497142857142855 19.407142857142855 18.58285714285714
2019-12-27 04:37:55+00:00 18.377142857142854 19.995714285714286 19.497142857142855 19.407142857142862 18.58285714285714
2019-12-27 04:40:26+00:00 18.378571428571426 20.005714285714284 19.497142857142855 19.40857142857143 18.58285714285714
2019-12-27 04:42:55+00:00 18.38 20.01142857142857 19.497142857142855 19.40857142857143 18.58285714285714
2019-12-27 04:45:26+00:00 18.378571428571426 20.027142857142856 19.494285714285713 19.405714285714286 18.58142857142857
2019-12-27 04:47:55+00:00 18.375714285714285 20.01285714285714 19.49142857142857 19.40142857142857 18.578571428571426
2019-12-27 04:50:26+00:00 18.37142857142857 20.0 19.485714285714288 19.395714285714284 18.572857142857142
2019-12-27 04:52:55+00:00 18.367142857142856 19.984285714285715 19.482857142857142 19.391428571428573 18.568571428571428
