nan nan nan nan 5.917469999999998981e-02 7.233679999999997889e-02 7.233679999999997889e-02 7.233679999999997889e-02
nan nan nan nan nan nan nan nan
nan nan nan nan 2.621469999999999703e-02 3.567460000000000075e-02 3.567460000000000075e-02 3.567460000000000075e-02
nan nan nan nan 6.941229999999999623e-02 1.103907999999999834e-01 1.103907999999999834e-01 1.103907999999999834e-01
nan nan nan nan nan nan nan nan
nan nan nan nan 3.607629999999999171e-02 4.554860000000000853e-02 4.554860000000000853e-02 4.554860000000000853e-02
nan nan nan nan 5.936829999999999885e-02 7.457949999999999302e-02 7.457949999999999302e-02 7.457949999999999302e-02
nan nan nan nan 5.466700000000000725e-02 6.994960000000000067e-02 6.994960000000000067e-02 6.994960000000000067e-02
nan nan nan nan 4.276859999999999690e-02 5.288729999999999126e-02 5.288729999999999126e-02 5.288729999999999126e-02
nan nan nan nan nan nan nan nan
nan nan nan nan 4.419999999999999624e-02 4.965090000000001169e-02 4.965090000000001169e-02 4.965090000000001169e-02
nan nan nan nan 7.070519999999999583e-02 8.254059999999999175e-02 8.254059999999999175e-02 8.254059999999999175e-02
nan nan nan nan nan nan nan nan
nan nan nan nan 7.206479999999999830e-02 8.616419999999999635e-02 8.616419999999999635e-02 8.616419999999999635e-02
nan nan nan nan 4.921319999999999861e-02 5.962490000000000151e-02 5.962490000000000151e-02 5.962490000000000151e-02
nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan
nan nan nan nan 9.256039999999998713e-02 1.085472999999999855e-01 1.085472999999999855e-01 1.085472999999999855e-01
nan nan nan nan 5.928850000000000092e-02 7.382850000000000523e-02 7.382850000000000523e-02 7.382850000000000523e-02
nan nan nan nan 3.966706000000000398e-01 4.128611999999999282e-01 4.128611999999999282e-01 4.128611999999999282e-01
nan 1.945411900590763210e+01 1.934234149807479852e+01 1.854764211085536374e+01 1.716712999999999989e-01 1.871782999999999642e-01 1.871782999999999642e-01 1.871782999999999642e-01
nan 1.978706700825928522e+01 1.961987436275884633e+01 1.890334616023603331e+01 5.331289999999999640e-02 6.749109999999999832e-02 6.749109999999999832e-02 6.749109999999999832e-02
nan 1.951267654853877431e+01 1.935056734817070634e+01 1.864008299846037175e+01 6.186260000000000370e-02 7.000049999999999328e-02 7.000049999999999328e-02 7.000049999999999328e-02
nan nan nan nan nan nan nan nan
nan 1.976543399117232624e+01 1.960312503824898300e+01 1.887029262679538633e+01 7.288970000000001559e-02 8.466730000000000089e-02 8.466730000000000089e-02 8.466730000000000089e-02
nan nan nan nan 4.382749999999999840e-02 5.167190000000000671e-02 5.167190000000000671e-02 5.167190000000000671e-02
nan nan nan nan nan nan nan nan
nan nan nan nan 8.969420000000000170e-02 1.144127999999999812e-01 1.144127999999999812e-01 1.144127999999999812e-01
nan nan nan nan 6.737790000000000445e-02 8.430660000000000931e-02 8.430660000000000931e-02 8.430660000000000931e-02
nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan
nan 1.974735304418005555e+01 1.959119648496207589e+01 1.887188064809410548e+01 5.191870000000000512e-02 6.262399999999999911e-02 6.262399999999999911e-02 6.262399999999999911e-02
nan nan 1.981534848290724327e+01 1.908005416511934271e+01 4.636890000000000456e-02 5.614270000000000371e-02 5.614270000000000371e-02 5.614270000000000371e-02
nan nan nan nan 7.200489999999999668e-02 8.296119999999998496e-02 8.296119999999998496e-02 8.296119999999998496e-02
nan nan nan nan nan nan nan nan
nan nan nan nan 3.322632000000000363e-01 3.340593000000000035e-01 3.340593000000000035e-01 3.340593000000000035e-01
nan nan nan nan 7.187156000000000100e-01 7.342316999999999316e-01 7.342316999999999316e-01 7.342316999999999316e-01
nan nan nan nan 1.402598999999999929e-01 1.542389999999999872e-01 1.542389999999999872e-01 1.542389999999999872e-01
2.016956550015920158e+01 2.002705447121286397e+01 1.988760967470932428e+01 1.913526162056518132e+01 3.666470000000000146e-02 4.711010000000000197e-02 4.711010000000000197e-02 4.711010000000000197e-02
nan 1.984594119617560892e+01 1.969000797239340983e+01 1.895607916351039179e+01 9.971670000000000533e-02 1.169946000000000180e-01 1.169946000000000180e-01 1.169946000000000180e-01
nan nan nan nan 1.205257899999999882e+00 1.230097699999999961e+00 1.230097699999999961e+00 1.230097699999999961e+00
1.779243301340992289e+01 1.726096782709144151e+01 1.722874931792049580e+01 1.623927397322756860e+01 nan nan nan nan
1.933774796193188195e+01 1.866195654018266836e+01 1.858705014084918616e+01 1.769736738257075359e+01 6.409017000000000186e-01 6.761470000000000535e-01 6.761470000000000535e-01 6.761470000000000535e-01
1.988613801956753235e+01 1.914811095286581377e+01 1.906143613445265927e+01 1.821261529447556526e+01 3.901036999999999977e-01 4.134328999999999921e-01 4.134328999999999921e-01 4.134328999999999921e-01
nan nan nan nan nan nan nan nan
nan 1.988759042410728028e+01 1.977045529795407219e+01 1.897825143073002963e+01 6.749650000000000094e-02 8.059750000000000247e-02 8.059750000000000247e-02 8.059750000000000247e-02
2.026084907240237953e+01 1.950192799807469868e+01 1.937505591151752782e+01 1.857689740332114781e+01 2.682895000000000141e-01 2.864546000000000037e-01 2.864546000000000037e-01 2.864546000000000037e-01
1.994130600963789135e+01 1.944335159298115911e+01 1.935253886173217808e+01 1.852161213385639016e+01 1.517551999999999790e-01 1.630479999999999985e-01 1.630479999999999985e-01 1.630479999999999985e-01
nan 1.997288244224842657e+01 1.985773964963374993e+01 1.906438017947980867e+01 5.395309999999999689e-02 6.318580000000000030e-02 6.318580000000000030e-02 6.318580000000000030e-02
nan 1.976403435231446082e+01 1.960081021084878117e+01 1.888016267304705309e+01 2.662520000000000511e-02 3.680749999999999994e-02 3.680749999999999994e-02 3.680749999999999994e-02
nan nan nan nan 4.859750000000000181e-02 5.999279999999999891e-02 5.999279999999999891e-02 5.999279999999999891e-02
nan 1.623667573995030011e+01 nan nan nan nan nan nan
nan nan nan nan 1.421478999999999937e-01 1.439573000000000103e-01 1.439573000000000103e-01 1.439573000000000103e-01
nan nan nan nan 3.882199000000000066e-01 4.159780000000000699e-01 4.159780000000000699e-01 4.159780000000000699e-01
nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan
nan nan nan nan 3.907549999999999912e-02 4.967929999999999569e-02 4.967929999999999569e-02 4.967929999999999569e-02
nan nan nan nan 5.584029999999999549e-02 6.729300000000000559e-02 6.729300000000000559e-02 6.729300000000000559e-02
nan nan nan nan 1.512880000000000058e-01 1.661718000000000084e-01 1.661718000000000084e-01 1.661718000000000084e-01
nan nan nan nan 1.195898999999999990e-01 1.324669999999999737e-01 1.324669999999999737e-01 1.324669999999999737e-01
nan nan nan nan 9.581969999999999377e-02 1.129268000000000216e-01 1.129268000000000216e-01 1.129268000000000216e-01
nan nan nan nan 1.317778000000000005e-01 1.501631000000000216e-01 1.501631000000000216e-01 1.501631000000000216e-01
nan nan nan nan 7.283549999999999747e-02 9.121549999999999103e-02 9.121549999999999103e-02 9.121549999999999103e-02
nan nan nan nan 1.528141999999999834e-01 1.691256000000000148e-01 1.691256000000000148e-01 1.691256000000000148e-01
nan nan nan nan 2.082506000000000079e-01 2.215304000000000162e-01 2.215304000000000162e-01 2.215304000000000162e-01
nan nan nan nan 3.504799999999999582e-02 4.589239999999999986e-02 4.589239999999999986e-02 4.589239999999999986e-02
nan nan nan nan nan nan nan nan
nan nan nan nan 1.023546999999999929e-01 1.179677000000000087e-01 1.179677000000000087e-01 1.179677000000000087e-01
nan nan nan nan 1.157036999999999927e-01 1.294373000000000051e-01 1.294373000000000051e-01 1.294373000000000051e-01
nan nan nan nan 4.666839999999999877e-02 6.037979999999999736e-02 6.037979999999999736e-02 6.037979999999999736e-02
nan nan nan nan 4.296740000000000281e-02 5.651239999999999736e-02 5.651239999999999736e-02 5.651239999999999736e-02
nan nan nan nan 1.357358400000000076e+00 1.385872099999999829e+00 1.385872099999999829e+00 1.385872099999999829e+00
nan nan nan nan 6.899555000000001659e-01 7.052401000000000364e-01 7.052401000000000364e-01 7.052401000000000364e-01
nan nan nan nan 2.904231999999999925e-01 3.043414999999999870e-01 3.043414999999999870e-01 3.043414999999999870e-01
nan nan nan nan 7.527360000000002382e-02 8.229590000000000516e-02 8.229590000000000516e-02 8.229590000000000516e-02
nan nan nan nan 1.166080999999999646e-01 1.299654000000000087e-01 1.299654000000000087e-01 1.299654000000000087e-01
nan nan nan nan 8.525510000000000033e-02 1.016747999999999957e-01 1.016747999999999957e-01 1.016747999999999957e-01
nan nan nan nan 1.735296999999999812e-01 1.902574999999999961e-01 1.902574999999999961e-01 1.902574999999999961e-01
nan nan nan nan 3.280899999999999789e-02 4.237580000000000513e-02 4.237580000000000513e-02 4.237580000000000513e-02
nan nan nan nan 6.812650000000000650e-02 7.996439999999999104e-02 7.996439999999999104e-02 7.996439999999999104e-02
nan nan nan nan 5.050801999999998682e-01 5.326760000000000383e-01 5.326760000000000383e-01 5.326760000000000383e-01
nan nan nan nan 8.778143999999998837e-01 9.086316999999997090e-01 9.086316999999997090e-01 9.086316999999997090e-01
nan nan nan nan 4.403469000000000411e-01 4.510354000000000307e-01 4.510354000000000307e-01 4.510354000000000307e-01
nan nan nan nan 6.405530000000000945e-02 7.099900000000000655e-02 7.099900000000000655e-02 7.099900000000000655e-02
nan 1.985461389060486681e+01 1.966431480052767711e+01 1.905822255636030249e+01 1.262690000000000166e-02 2.216030000000000083e-02 2.216030000000000083e-02 2.216030000000000083e-02
nan nan nan nan 2.529450999999999783e-01 2.600860999999999867e-01 2.600860999999999867e-01 2.600860999999999867e-01
