# mpl-nrb : v.20150816.1315/Linux - MPL4/SCO: dowloaded from MPLNET
Date Time aod
2020-05-22 02:21:30 0.025172068	
2020-05-22 02:22:29 0.024706969	
2020-05-22 02:23:30 0.0248834	
2020-05-22 02:24:29 0.024368694	
2020-05-22 02:25:30 0.023853432	
2020-05-22 02:26:29 0.023911586	
2020-05-22 02:27:30 0.024344262	
2020-05-22 02:28:30 0.023724148	
2020-05-22 02:29:29 0.02391597	
2020-05-22 02:30:30 0.023628742	
2020-05-22 02:31:29 0.023647008	
2020-05-22 02:32:30 0.024294194	
2020-05-22 02:33:29 0.025553968	
2020-05-22 02:34:30 0.027755793	
2020-05-22 02:35:29 0.02884239	
2020-05-22 02:36:30 0.02956391	
2020-05-22 02:37:30 0.030034075	
2020-05-22 02:38:29 0.031115929	
2020-05-22 02:39:30 0.03164242	
2020-05-22 02:40:29 0.03296386	
2020-05-22 02:41:30 0.033621017	
2020-05-22 02:42:29 0.03369215	
2020-05-22 02:43:30 0.03398448	
2020-05-22 02:44:29 0.034839597	
2020-05-22 02:45:30 0.035199806	
2020-05-22 02:46:30 0.035334863	
2020-05-22 02:47:29 0.035500433	
2020-05-22 02:48:30 0.03528921	
2020-05-22 02:49:29 0.03479604	
