# mpl-nrb : v.20150816.1315/Linux - MPL4/SCO: dowloaded from MPLNET
# Input File: MPL100_V3_L15_PBL_20200522_MPL44255_Santa_Cruz_Tenerife.nc4
# Date Time, Mixed Layer Height [km]
2020-05-22 02:41:30 0.7494812	
2020-05-22 02:42:29 0.67453307	
2020-05-22 02:43:30 0.67453307	
2020-05-22 02:44:29 0.67453307	
2020-05-22 02:45:30 0.7494812	
2020-05-22 02:46:30 0.7494812	
2020-05-22 02:47:29 0.7494812	
2020-05-22 02:48:30 0.7494812	
2020-05-22 02:49:29 0.7494812	
2020-05-22 02:50:30 0.7494812	
2020-05-22 02:51:29 0.7494812	
2020-05-22 02:52:30 0.7494812	
2020-05-22 02:53:29 0.7494812	
2020-05-22 02:54:30 0.7494812	
2020-05-22 02:55:30 0.7494812	
2020-05-22 02:56:29 0.7494812	
2020-05-22 02:57:30 0.7494812	
2020-05-22 02:58:29 0.7494812	
2020-05-22 02:59:30 0.7494812	
2020-05-22 03:00:29 0.7494812	
2020-05-22 03:01:30 0.7494812	
2020-05-22 03:02:29 0.7494812	
2020-05-22 03:03:30 0.7494812	
2020-05-22 03:04:30 0.7494812	
2020-05-22 03:05:29 0.7494812	
2020-05-22 03:06:30 0.7494812	
2020-05-22 03:07:29 0.7494812	
2020-05-22 03:08:30 0.7494812	
2020-05-22 03:09:29 0.7494812	
2020-05-22 03:10:30 0.7494812	
2020-05-22 03:11:29 0.7494812	
2020-05-22 03:12:30 0.7494812	
2020-05-22 03:13:30 0.7494812	
2020-05-22 03:14:29 0.7494812	
2020-05-22 03:15:30 0.7494812	
2020-05-22 03:16:29 0.7494812	
2020-05-22 03:17:30 0.7494812	
2020-05-22 03:18:29 0.7494812	
2020-05-22 03:19:30 0.7494812	
2020-05-22 03:20:29 0.59958494	
2020-05-22 03:21:30 0.67453307	
2020-05-22 03:22:30 0.67453307	
2020-05-22 03:23:29 0.7494812	
2020-05-22 03:24:30 0.7494812	
2020-05-22 03:25:29 0.7494812	
2020-05-22 03:26:30 0.7494812	
2020-05-22 03:27:29 0.67453307	
2020-05-22 03:28:30 0.7494812	
2020-05-22 03:29:29 0.7494812	
2020-05-22 03:30:30 0.7494812	
2020-05-22 03:31:30 0.7494812	
2020-05-22 03:32:29 0.7494812	
2020-05-22 03:33:30 0.7494812	
2020-05-22 03:34:29 0.7494812	
2020-05-22 03:35:30 0.7494812	
2020-05-22 03:36:29 0.7494812	
2020-05-22 03:37:30 0.7494812	
2020-05-22 03:38:29 0.7494812	
2020-05-22 03:39:30 0.7494812	
2020-05-22 03:40:30 0.7494812	
2020-05-22 03:41:29 0.7494812	
2020-05-22 03:42:30 0.67453307	
2020-05-22 03:43:29 0.7494812	
2020-05-22 03:44:30 0.67453307	
2020-05-22 03:45:29 0.67453307	
2020-05-22 03:46:30 0.67453307	
2020-05-22 03:47:29 0.67453307	
2020-05-22 03:48:30 0.67453307	
2020-05-22 03:49:30 0.67453307	
2020-05-22 03:50:29 0.67453307	
2020-05-22 03:51:30 0.67453307	
2020-05-22 03:52:29 0.67453307	
2020-05-22 03:53:30 0.67453307	
2020-05-22 03:54:29 0.67453307	
2020-05-22 03:55:30 0.67453307	
2020-05-22 03:56:29 0.67453307	
2020-05-22 03:57:30 0.67453307	
2020-05-22 03:58:30 0.67453307	
2020-05-22 03:59:29 0.67453307	
2020-05-22 04:00:30 0.67453307	
2020-05-22 04:01:29 0.67453307	
2020-05-22 04:02:30 0.67453307	
2020-05-22 04:03:29 0.67453307	
2020-05-22 04:04:30 0.67453307	
2020-05-22 04:05:29 0.67453307	
2020-05-22 04:06:30 0.67453307	
2020-05-22 04:07:30 0.5246368	
2020-05-22 04:08:29 0.5246368	
2020-05-22 04:09:30 0.5246368	
2020-05-22 04:10:29 0.5246368	
2020-05-22 04:11:30 0.67453307	
2020-05-22 04:12:29 0.67453307	
2020-05-22 04:13:30 0.67453307	
2020-05-22 04:14:29 0.67453307	
2020-05-22 04:15:30 0.67453307	
2020-05-22 04:16:30 0.67453307	
2020-05-22 04:17:29 0.67453307	
2020-05-22 04:18:30 0.67453307	
2020-05-22 04:19:29 0.67453307	
2020-05-22 04:20:30 0.7494812	
2020-05-22 04:21:29 0.7494812	
2020-05-22 04:22:30 0.7494812	
2020-05-22 04:23:29 0.7494812	
2020-05-22 04:24:30 0.67453307	
2020-05-22 04:25:30 0.67453307	
2020-05-22 04:26:29 0.67453307	
2020-05-22 04:27:30 0.67453307	
2020-05-22 04:28:29 0.7494812	
2020-05-22 04:29:30 0.7494812	
2020-05-22 04:30:29 0.7494812	
2020-05-22 04:31:30 0.7494812	
2020-05-22 04:32:29 0.7494812	
2020-05-22 04:33:30 0.7494812	
2020-05-22 04:34:30 0.7494812	
2020-05-22 04:35:29 0.7494812	
2020-05-22 04:36:30 0.7494812	
2020-05-22 04:37:29 0.67453307	
2020-05-22 04:38:30 0.67453307	
2020-05-22 04:39:29 0.67453307	
2020-05-22 04:40:30 0.67453307	
2020-05-22 04:41:29 0.67453307	
2020-05-22 04:42:30 0.67453307	
2020-05-22 04:43:30 0.67453307	
2020-05-22 04:44:29 0.67453307	
2020-05-22 04:45:30 0.67453307	
2020-05-22 04:46:29 0.67453307	
2020-05-22 04:47:30 0.67453307	
2020-05-22 04:48:29 0.67453307	
2020-05-22 04:49:30 0.67453307	
2020-05-22 04:50:29 0.67453307	
2020-05-22 04:51:30 0.67453307	
2020-05-22 04:52:30 0.67453307	
2020-05-22 04:53:29 0.67453307	
2020-05-22 04:54:30 0.7494812	
2020-05-22 04:55:29 0.7494812	
2020-05-22 04:56:30 0.7494812	
2020-05-22 04:57:29 0.7494812	
2020-05-22 04:58:30 0.7494812	
2020-05-22 04:59:29 0.7494812	
2020-05-22 05:00:30 0.67453307	
2020-05-22 05:01:30 0.67453307	
2020-05-22 05:02:29 0.67453307	
2020-05-22 05:03:30 0.67453307	
2020-05-22 05:04:29 0.67453307	
2020-05-22 05:05:30 0.67453307	
2020-05-22 05:06:29 0.67453307	
2020-05-22 05:07:30 0.67453307	
2020-05-22 05:08:29 0.67453307	
2020-05-22 05:09:30 0.67453307	
2020-05-22 05:10:30 0.8993774	
2020-05-22 05:11:29 0.8993774	
2020-05-22 05:12:30 0.7494812	
2020-05-22 05:13:29 0.7494812	
2020-05-22 05:14:30 0.7494812	
2020-05-22 05:15:29 0.7494812	
2020-05-22 05:16:30 0.7494812	
2020-05-22 05:17:29 0.7494812	
2020-05-22 05:18:30 0.8993774	
2020-05-22 05:19:30 0.8993774	
2020-05-22 05:20:29 0.8993774	
2020-05-22 05:21:30 0.8993774	
2020-05-22 05:22:29 0.8993774	
2020-05-22 05:23:30 0.8993774	
2020-05-22 05:24:29 0.8993774	
2020-05-22 05:25:30 0.8993774	
2020-05-22 05:26:29 1.2741181	
2020-05-22 05:27:30 1.2741181	
2020-05-22 05:28:30 1.2741181	
2020-05-22 05:29:29 1.2741181	
2020-05-22 05:30:30 1.2741181	
2020-05-22 05:31:29 1.2741181	
2020-05-22 05:32:30 1.2741181	
2020-05-22 05:33:29 1.2741181	
2020-05-22 05:34:30 1.2741181	
2020-05-22 05:35:29 1.2741181	
2020-05-22 05:36:30 1.2741181	
2020-05-22 05:37:30 1.2741181	
2020-05-22 05:38:29 1.2741181	
2020-05-22 05:39:30 1.2741181	
2020-05-22 05:40:29 1.19917	
2020-05-22 05:41:30 1.2741181	
2020-05-22 05:42:29 1.2741181	
2020-05-22 05:43:30 1.2741181	
2020-05-22 05:44:29 1.2741181	
2020-05-22 05:45:30 1.2741181	
2020-05-22 05:46:30 1.2741181	
2020-05-22 05:47:29 1.2741181	
2020-05-22 05:48:30 1.2741181	
2020-05-22 05:49:29 1.2741181	
2020-05-22 05:50:30 1.2741181	
2020-05-22 05:51:29 1.2741181	
2020-05-22 05:52:30 1.2741181	
2020-05-22 05:53:29 1.2741181	
2020-05-22 05:54:30 1.2741181	
2020-05-22 05:55:30 1.2741181	
2020-05-22 05:56:29 1.2741181	
2020-05-22 05:57:30 1.2741181	
2020-05-22 05:58:29 1.2741181	
2020-05-22 05:59:30 1.2741181	
2020-05-22 06:00:29 1.2741181	
2020-05-22 06:01:30 1.2741181	
